seller_id,platform,category,kind,region,impressions,clicks,enrolled,risk_rating,manual_file_ingested,optin_cta_tagged,impression_tag_valid,click_date,enrollment_date,product_opted,campaign_id,seller_tenure_months,conversion_rate
SELL30022,Mobile Web,Books,Enterprise,South,18,16,0,1.38,No,No,No,02-02-2025,,Stored Value,CMP202,8,0.89
SELL30023,App,Electronics,Individual,West,1,0,1,1.74,Yes,Yes,Yes,25-03-2025,25-04-2025,One-Time Fee,CMP719,1,0
SELL30024,Mobile Web,Books,Individual,West,15,4,1,4.34,No,Yes,No,08-02-2025,02-03-2025,One-Time Fee,CMP440,13,0.27
SELL30025,App,Electronics,Small Business,North,18,9,0,2.44,Yes,Yes,No,29-03-2025,,Subscription,CMP423,12,0.5
SELL30026,Mobile Web,Fashion,Small Business,East,8,1,1,4.93,Yes,Yes,No,08-02-2025,13-03-2025,One-Time Fee,CMP830,28,0.12
SELL30027,App,Books,Small Business,South,4,1,1,3.48,No,No,No,02-04-2025,27-04-2025,One-Time Fee,CMP291,27,0.25
SELL30028,Mobile Web,Books,Small Business,South,15,14,1,4.72,Yes,Yes,No,09-02-2025,08-02-2025,Stored Value,CMP598,3,0.93
SELL30029,Web,Fashion,Enterprise,South,7,4,0,3.19,Yes,No,Yes,18-03-2025,,Stored Value,CMP466,3,0.57
SELL30030,Mobile Web,Home,Individual,East,17,13,1,2.83,No,Yes,Yes,23-02-2025,09-04-2025,Stored Value,CMP556,6,0.76
SELL30031,Web,Books,Small Business,South,16,16,1,1.15,Yes,No,Yes,24-02-2025,31-03-2025,Stored Value,CMP938,6,1
SELL30032,App,Electronics,Enterprise,North,16,5,0,1.74,Yes,Yes,Yes,17-04-2025,,Stored Value,CMP473,28,0.31
SELL30033,Mobile Web,Home,Small Business,North,6,4,0,2.58,No,No,Yes,15-02-2025,,One-Time Fee,CMP347,24,0.67
SELL30034,Web,Electronics,Individual,North,6,5,0,2.48,Yes,Yes,No,07-04-2025,,Stored Value,CMP773,28,0.83
SELL30035,Web,Electronics,Small Business,West,6,1,1,3.92,Yes,Yes,No,30-03-2025,21-02-2025,Stored Value,CMP900,7,0.17
SELL30036,Mobile Web,Home,Individual,South,10,3,1,4.82,Yes,No,Yes,18-02-2025,13-02-2025,Stored Value,CMP626,7,0.3
SELL30037,Mobile Web,Toys,Small Business,West,10,9,0,4.49,Yes,Yes,No,14-02-2025,,One-Time Fee,CMP284,1,0.9
SELL30038,Mobile Web,Fashion,Small Business,South,13,12,1,1.94,No,Yes,No,18-03-2025,12-02-2025,Subscription,CMP144,16,0.92
SELL30039,App,Home,Individual,East,16,1,1,1.66,Yes,No,No,07-04-2025,09-02-2025,Subscription,CMP227,11,0.06
SELL30040,Web,Electronics,Individual,West,9,4,0,4.34,No,No,No,12-02-2025,,One-Time Fee,CMP203,14,0.44
SELL30041,App,Fashion,Enterprise,East,8,6,1,4.73,No,Yes,Yes,14-04-2025,02-02-2025,Subscription,CMP591,7,0.75
SELL30042,App,Home,Enterprise,South,17,14,1,3.38,No,No,Yes,23-02-2025,04-04-2025,Subscription,CMP222,26,0.82
SELL30043,Mobile Web,Home,Enterprise,East,12,6,1,3.94,No,No,Yes,08-02-2025,19-03-2025,Subscription,CMP143,9,0.5
SELL30044,App,Fashion,Individual,North,6,2,1,2.4,No,No,No,01-04-2025,09-03-2025,Stored Value,CMP172,9,0.33
SELL30045,App,Home,Small Business,South,7,1,0,4.68,No,Yes,No,28-03-2025,,Stored Value,CMP800,22,0.14
SELL30046,Mobile Web,Electronics,Individual,South,15,2,1,3.61,No,Yes,No,04-03-2025,19-03-2025,Stored Value,CMP620,20,0.13
SELL30047,Web,Books,Individual,North,8,5,1,1.69,Yes,No,No,28-02-2025,26-03-2025,Subscription,CMP466,20,0.62
SELL30048,Web,Home,Individual,South,18,13,1,1.18,Yes,No,No,03-02-2025,30-01-2025,Subscription,CMP601,22,0.72
SELL30049,Mobile Web,Fashion,Individual,South,8,1,0,4.83,Yes,Yes,Yes,05-03-2025,,Stored Value,CMP455,14,0.12
SELL30050,App,Books,Enterprise,South,9,0,0,3.19,Yes,Yes,No,21-04-2025,,Subscription,CMP391,6,0
SELL30051,Web,Fashion,Small Business,South,14,3,1,4.39,Yes,Yes,No,09-02-2025,25-03-2025,Subscription,CMP421,34,0.21
SELL30052,App,Fashion,Small Business,North,4,4,1,1.94,No,Yes,No,30-03-2025,02-02-2025,Stored Value,CMP351,29,1
SELL30053,Web,Toys,Small Business,West,5,3,1,3.37,Yes,No,No,22-04-2025,13-02-2025,Subscription,CMP437,23,0.6
SELL30054,App,Electronics,Small Business,East,18,8,1,2.63,No,No,Yes,10-03-2025,23-03-2025,Subscription,CMP761,11,0.44
SELL30055,Web,Toys,Small Business,South,12,5,1,2.43,Yes,Yes,No,21-04-2025,02-04-2025,Stored Value,CMP707,34,0.42
SELL30056,Mobile Web,Home,Enterprise,East,10,3,1,4.92,Yes,Yes,No,23-02-2025,16-04-2025,Stored Value,CMP435,22,0.3
SELL30057,Web,Fashion,Individual,North,18,8,0,4.44,Yes,No,Yes,24-03-2025,,One-Time Fee,CMP585,2,0.44
SELL30058,Web,Toys,Small Business,South,11,6,1,4.76,No,Yes,No,07-04-2025,01-02-2025,Stored Value,CMP825,17,0.55
SELL30059,App,Home,Individual,South,17,9,1,4.48,No,Yes,Yes,19-02-2025,14-04-2025,Stored Value,CMP126,26,0.53
SELL30060,Web,Home,Individual,North,6,6,1,3.88,No,Yes,No,05-04-2025,31-03-2025,Subscription,CMP381,19,1
SELL30061,Mobile Web,Electronics,Small Business,North,12,8,1,1.76,No,No,No,21-04-2025,10-04-2025,One-Time Fee,CMP531,35,0.67
SELL30062,App,Toys,Enterprise,North,7,5,1,3.28,No,Yes,No,15-04-2025,24-02-2025,One-Time Fee,CMP688,6,0.71
SELL30063,Web,Fashion,Individual,South,10,2,1,4.91,Yes,Yes,No,05-02-2025,26-04-2025,Subscription,CMP751,21,0.2
SELL30064,Web,Books,Enterprise,West,1,1,1,3.27,No,No,Yes,10-02-2025,22-04-2025,One-Time Fee,CMP371,23,1
SELL30065,App,Books,Small Business,West,12,12,1,1.18,No,Yes,No,24-03-2025,23-03-2025,Stored Value,CMP338,29,1
SELL30066,App,Fashion,Enterprise,West,15,10,0,2.12,No,No,Yes,23-02-2025,,Stored Value,CMP103,24,0.67
SELL30067,App,Electronics,Small Business,West,14,9,1,1.81,No,No,No,01-02-2025,09-02-2025,Subscription,CMP470,14,0.64
SELL30068,App,Books,Small Business,West,18,17,1,1.45,No,No,No,22-03-2025,21-04-2025,Stored Value,CMP191,10,0.94
SELL30069,Mobile Web,Fashion,Small Business,North,5,0,0,4.18,Yes,No,Yes,21-04-2025,,Subscription,CMP682,23,0
SELL30070,Web,Home,Enterprise,North,13,2,1,3.53,Yes,No,No,08-04-2025,10-04-2025,Subscription,CMP914,24,0.15
SELL30071,Web,Electronics,Enterprise,West,6,2,1,1.43,Yes,Yes,No,02-03-2025,28-03-2025,Stored Value,CMP534,26,0.33
SELL30072,Mobile Web,Electronics,Enterprise,East,5,2,0,3.41,Yes,Yes,No,13-04-2025,,Subscription,CMP181,34,0.4
SELL30073,App,Electronics,Small Business,South,2,1,0,2.8,No,No,Yes,31-03-2025,,Subscription,CMP601,8,0.5
SELL30074,App,Books,Small Business,West,8,7,1,3.03,No,No,No,12-03-2025,29-04-2025,Subscription,CMP840,21,0.88
SELL30075,Web,Books,Enterprise,South,6,3,0,4.24,No,Yes,No,14-03-2025,,Stored Value,CMP273,22,0.5
SELL30076,Web,Books,Small Business,South,14,8,0,3.07,Yes,No,No,14-04-2025,,One-Time Fee,CMP185,22,0.57
SELL30077,Mobile Web,Toys,Enterprise,North,17,7,1,3.6,Yes,Yes,Yes,16-02-2025,12-02-2025,Stored Value,CMP879,2,0.41
SELL30078,App,Books,Enterprise,West,18,16,1,3.77,No,Yes,Yes,24-02-2025,03-03-2025,Subscription,CMP603,19,0.89
SELL30079,Mobile Web,Toys,Enterprise,East,6,5,1,4.89,No,No,No,17-04-2025,06-04-2025,Stored Value,CMP742,8,0.83
SELL30080,App,Fashion,Small Business,East,8,3,1,2.37,Yes,No,Yes,26-04-2025,23-03-2025,One-Time Fee,CMP778,27,0.38
SELL30081,Mobile Web,Home,Small Business,East,19,5,0,2.29,No,No,No,15-04-2025,,One-Time Fee,CMP998,14,0.26
SELL30082,Mobile Web,Electronics,Enterprise,West,13,9,0,2.65,No,Yes,No,06-03-2025,,Stored Value,CMP352,14,0.69
SELL30083,App,Electronics,Enterprise,West,10,4,1,1.44,No,Yes,Yes,29-04-2025,30-01-2025,Subscription,CMP933,35,0.4
SELL30084,Web,Electronics,Enterprise,North,19,3,0,4.21,Yes,Yes,No,17-03-2025,,Stored Value,CMP663,19,0.16
SELL30085,App,Fashion,Individual,West,2,2,1,1.69,No,Yes,No,06-03-2025,06-03-2025,Stored Value,CMP568,24,1
SELL30086,Mobile Web,Toys,Small Business,South,7,5,1,3.89,No,No,No,15-02-2025,26-03-2025,Subscription,CMP174,21,0.71
SELL30087,Web,Fashion,Small Business,South,14,2,1,2.83,Yes,No,Yes,31-03-2025,20-04-2025,Subscription,CMP738,5,0.14
SELL30088,App,Electronics,Enterprise,West,16,14,0,4.66,No,Yes,No,20-02-2025,,One-Time Fee,CMP867,22,0.88
SELL30089,Mobile Web,Fashion,Small Business,South,1,1,1,1.54,Yes,Yes,Yes,27-03-2025,10-02-2025,One-Time Fee,CMP276,36,1
SELL30090,App,Fashion,Small Business,North,1,0,0,3.67,Yes,No,No,02-02-2025,,One-Time Fee,CMP502,35,0
SELL30091,Web,Books,Individual,East,16,13,1,1.25,Yes,Yes,No,30-03-2025,22-02-2025,One-Time Fee,CMP346,10,0.81
SELL30092,App,Fashion,Small Business,South,8,8,1,1.77,Yes,No,Yes,18-03-2025,24-03-2025,Subscription,CMP624,14,1
SELL30093,Mobile Web,Home,Enterprise,East,18,4,1,2.11,Yes,Yes,No,06-03-2025,18-03-2025,One-Time Fee,CMP305,34,0.22
SELL30094,App,Fashion,Enterprise,West,14,14,0,3.09,No,Yes,No,15-02-2025,,Subscription,CMP320,3,1
SELL30095,App,Electronics,Small Business,West,13,6,1,1.73,No,No,Yes,02-03-2025,12-04-2025,One-Time Fee,CMP768,3,0.46
SELL30096,App,Books,Enterprise,South,18,13,1,2.49,No,Yes,Yes,05-02-2025,03-04-2025,Subscription,CMP243,34,0.72
SELL30097,App,Fashion,Small Business,South,13,1,0,3.12,No,No,Yes,13-02-2025,,One-Time Fee,CMP624,29,0.08
SELL30098,Web,Fashion,Small Business,South,17,12,1,3.58,Yes,Yes,No,20-04-2025,02-02-2025,One-Time Fee,CMP697,33,0.71
SELL30099,Web,Home,Enterprise,South,1,1,1,3.17,Yes,No,No,11-04-2025,14-04-2025,One-Time Fee,CMP593,22,1
SELL30100,App,Home,Enterprise,East,2,1,1,1.19,No,No,Yes,12-03-2025,07-02-2025,Subscription,CMP753,11,0.5
SELL30101,Mobile Web,Electronics,Enterprise,South,3,3,1,2.63,No,Yes,No,28-02-2025,20-04-2025,Subscription,CMP678,27,1
SELL30102,Web,Fashion,Small Business,North,4,1,0,1.78,No,Yes,No,12-04-2025,,Subscription,CMP922,18,0.25
SELL30103,Mobile Web,Electronics,Enterprise,South,3,2,1,2.59,No,Yes,Yes,21-02-2025,28-02-2025,One-Time Fee,CMP262,5,0.67
SELL30104,Mobile Web,Electronics,Individual,East,2,2,1,3.7,No,No,Yes,15-02-2025,08-02-2025,Subscription,CMP860,17,1
SELL30105,Web,Electronics,Enterprise,North,4,3,1,1.74,Yes,Yes,Yes,26-03-2025,22-02-2025,Subscription,CMP732,34,0.75
SELL30106,App,Books,Individual,North,15,14,0,2.07,Yes,No,Yes,11-03-2025,,Stored Value,CMP541,32,0.93
SELL30107,Web,Toys,Enterprise,South,6,6,0,2.52,No,Yes,No,17-03-2025,,Subscription,CMP896,15,1
SELL30108,Mobile Web,Toys,Individual,South,6,3,1,1.7,No,Yes,No,19-04-2025,13-04-2025,Subscription,CMP301,35,0.5
SELL30109,Web,Home,Individual,North,19,8,0,3.14,Yes,Yes,Yes,08-04-2025,,Stored Value,CMP915,14,0.42
SELL30110,Mobile Web,Toys,Small Business,East,9,6,1,1.54,No,No,Yes,26-03-2025,03-04-2025,One-Time Fee,CMP852,12,0.67
SELL30111,Web,Books,Enterprise,North,11,0,0,1.56,Yes,No,Yes,27-03-2025,,One-Time Fee,CMP387,18,0
SELL30112,App,Toys,Small Business,North,8,5,1,4.73,Yes,No,No,22-02-2025,07-04-2025,One-Time Fee,CMP113,5,0.62
SELL30113,Web,Home,Enterprise,East,13,3,1,1.91,No,No,Yes,01-03-2025,07-03-2025,Stored Value,CMP196,32,0.23
SELL30114,App,Home,Enterprise,South,2,2,1,3.29,Yes,Yes,Yes,19-04-2025,27-02-2025,Stored Value,CMP989,12,1
SELL30115,Mobile Web,Electronics,Small Business,East,18,7,0,3.04,Yes,No,No,19-03-2025,,One-Time Fee,CMP990,33,0.39
SELL30116,Web,Home,Individual,North,15,9,1,3.35,Yes,No,No,23-02-2025,06-03-2025,One-Time Fee,CMP336,22,0.6
SELL30117,App,Fashion,Individual,West,18,3,1,1.98,No,No,No,05-02-2025,19-02-2025,Subscription,CMP404,23,0.17
SELL30118,Web,Fashion,Enterprise,South,7,1,1,3.8,Yes,No,Yes,23-03-2025,06-03-2025,Subscription,CMP282,10,0.14
SELL30119,Web,Electronics,Enterprise,North,16,13,0,4.72,Yes,Yes,No,15-04-2025,,One-Time Fee,CMP985,30,0.81
SELL30120,Web,Fashion,Small Business,South,2,0,0,4.78,Yes,No,No,01-03-2025,,One-Time Fee,CMP384,12,0
SELL30121,Mobile Web,Fashion,Small Business,North,3,0,0,1.67,Yes,No,Yes,10-02-2025,,Subscription,CMP735,31,0
SELL30122,Mobile Web,Books,Enterprise,West,10,4,1,1.39,No,Yes,No,01-03-2025,12-03-2025,Stored Value,CMP208,30,0.4
SELL30123,App,Toys,Small Business,South,18,7,1,4.15,Yes,Yes,No,05-04-2025,24-04-2025,One-Time Fee,CMP954,15,0.39
SELL30124,App,Toys,Individual,North,9,2,1,3.7,Yes,Yes,No,21-02-2025,08-04-2025,Subscription,CMP275,13,0.22
SELL30125,Mobile Web,Home,Individual,East,13,0,0,1.77,No,Yes,Yes,17-02-2025,,Stored Value,CMP950,2,0
SELL30126,Mobile Web,Electronics,Small Business,East,4,0,0,1.77,No,Yes,Yes,12-03-2025,,One-Time Fee,CMP295,29,0
SELL30127,Mobile Web,Toys,Individual,South,9,6,1,2.86,Yes,Yes,No,02-02-2025,21-02-2025,Subscription,CMP266,18,0.67
SELL30128,Mobile Web,Toys,Individual,West,15,13,0,1.3,No,No,No,21-02-2025,,Stored Value,CMP615,1,0.87
SELL30129,Mobile Web,Books,Individual,East,3,0,0,1.12,No,Yes,No,17-03-2025,,Subscription,CMP151,14,0
SELL30130,Mobile Web,Electronics,Enterprise,North,14,12,1,2.79,No,No,Yes,07-03-2025,14-02-2025,Stored Value,CMP638,1,0.86
SELL30131,App,Books,Individual,South,20,18,0,3.54,Yes,Yes,Yes,09-03-2025,,One-Time Fee,CMP176,28,0.9
SELL30132,Mobile Web,Books,Enterprise,South,9,5,1,1.07,Yes,Yes,Yes,27-04-2025,03-04-2025,One-Time Fee,CMP702,33,0.56
SELL30133,Web,Books,Individual,North,15,10,1,2.68,Yes,Yes,No,03-04-2025,21-03-2025,One-Time Fee,CMP845,22,0.67
SELL30134,App,Fashion,Small Business,East,13,2,0,3.94,No,No,Yes,13-02-2025,,One-Time Fee,CMP695,4,0.15
SELL30135,App,Books,Individual,North,5,0,0,2.68,Yes,No,Yes,22-04-2025,,Subscription,CMP552,22,0
SELL30136,App,Fashion,Individual,North,10,3,0,4.64,No,No,Yes,02-02-2025,,Subscription,CMP150,20,0.3
SELL30137,App,Home,Small Business,North,2,0,1,4.56,Yes,No,Yes,22-02-2025,02-02-2025,One-Time Fee,CMP668,9,0
SELL30138,Mobile Web,Fashion,Individual,South,2,1,1,1.82,No,Yes,No,06-03-2025,02-04-2025,Stored Value,CMP104,12,0.5
SELL30139,App,Home,Small Business,East,6,5,1,3.09,Yes,No,Yes,28-04-2025,09-03-2025,Stored Value,CMP227,36,0.83
SELL30140,Web,Electronics,Small Business,East,5,0,0,2.91,Yes,No,No,07-03-2025,,One-Time Fee,CMP712,4,0
SELL30141,App,Electronics,Small Business,West,20,18,1,2.93,Yes,Yes,Yes,13-04-2025,20-03-2025,One-Time Fee,CMP135,31,0.9
SELL30142,Web,Books,Enterprise,West,4,3,1,4,Yes,Yes,Yes,19-02-2025,24-04-2025,One-Time Fee,CMP805,31,0.75
SELL30143,Web,Home,Individual,West,19,4,1,3.39,No,No,Yes,27-03-2025,10-02-2025,Subscription,CMP250,6,0.21
SELL30144,Mobile Web,Electronics,Enterprise,South,5,0,0,4.59,No,No,No,17-02-2025,,Subscription,CMP459,34,0
SELL30145,Web,Home,Individual,West,4,1,1,3.01,No,No,Yes,26-02-2025,09-04-2025,One-Time Fee,CMP548,11,0.25
SELL30146,Mobile Web,Toys,Small Business,North,15,2,1,1.24,Yes,Yes,Yes,19-02-2025,17-02-2025,One-Time Fee,CMP956,8,0.13
SELL30147,App,Home,Enterprise,West,9,7,0,4.79,Yes,Yes,Yes,15-02-2025,,Stored Value,CMP139,29,0.78
SELL30148,Web,Home,Individual,West,10,6,1,2.21,Yes,Yes,No,01-04-2025,30-03-2025,One-Time Fee,CMP798,34,0.6
SELL30149,Mobile Web,Home,Individual,South,6,1,0,1.55,Yes,Yes,Yes,03-02-2025,,Subscription,CMP416,11,0.17
SELL30150,Mobile Web,Electronics,Small Business,East,2,2,0,3.91,No,No,Yes,27-03-2025,,Subscription,CMP177,26,1
SELL30151,Web,Electronics,Enterprise,East,12,0,0,2.26,No,Yes,Yes,06-04-2025,,Subscription,CMP789,16,0
SELL30152,App,Home,Enterprise,North,2,2,0,2.45,Yes,Yes,No,08-04-2025,,Subscription,CMP641,28,1
SELL30153,App,Home,Enterprise,East,19,2,1,3.9,Yes,No,No,30-01-2025,21-04-2025,One-Time Fee,CMP220,13,0.11
SELL30154,Web,Home,Small Business,East,3,2,1,1.73,Yes,No,No,23-03-2025,23-04-2025,Subscription,CMP160,9,0.67
SELL30155,App,Toys,Small Business,North,13,6,1,4.64,Yes,Yes,No,10-04-2025,16-02-2025,Subscription,CMP329,29,0.46
SELL30156,App,Electronics,Enterprise,South,1,0,0,1.63,No,No,Yes,24-04-2025,,Subscription,CMP218,6,0
SELL30157,Mobile Web,Toys,Small Business,East,1,1,1,3.45,No,Yes,Yes,23-02-2025,02-04-2025,Stored Value,CMP619,6,1
SELL30158,Web,Home,Enterprise,North,7,7,1,1.66,No,No,No,03-04-2025,29-04-2025,Subscription,CMP769,12,1
SELL30159,Mobile Web,Fashion,Small Business,North,8,3,1,4.74,No,No,No,29-04-2025,20-02-2025,Stored Value,CMP264,17,0.38
SELL30160,Web,Fashion,Small Business,South,4,4,0,2.73,No,Yes,No,09-04-2025,,One-Time Fee,CMP238,17,1
SELL30161,Mobile Web,Electronics,Small Business,West,17,8,1,4.3,Yes,Yes,No,17-04-2025,12-02-2025,Subscription,CMP791,18,0.47
SELL30162,Web,Books,Small Business,South,20,12,0,4.7,Yes,No,Yes,25-02-2025,,One-Time Fee,CMP634,10,0.6
SELL30163,Web,Electronics,Individual,North,20,8,0,4.53,Yes,No,No,13-04-2025,,One-Time Fee,CMP238,17,0.4
SELL30164,App,Books,Enterprise,South,17,4,0,4.23,Yes,Yes,No,24-04-2025,,Stored Value,CMP332,14,0.24
SELL30165,Web,Toys,Enterprise,East,15,12,0,4.79,Yes,Yes,Yes,17-03-2025,,Stored Value,CMP917,16,0.8
SELL30166,App,Home,Individual,North,2,1,0,1.24,No,Yes,Yes,16-04-2025,,Subscription,CMP483,27,0.5
SELL30167,App,Home,Small Business,East,3,3,1,1.37,No,No,Yes,16-04-2025,18-04-2025,Subscription,CMP653,31,1
SELL30168,Mobile Web,Electronics,Enterprise,East,13,0,1,2.39,No,No,Yes,24-04-2025,23-04-2025,Subscription,CMP552,28,0
SELL30169,Web,Home,Individual,East,12,1,0,4.12,Yes,No,Yes,15-03-2025,,Subscription,CMP334,12,0.08
SELL30170,App,Home,Small Business,East,20,9,1,2.06,Yes,No,No,10-04-2025,11-02-2025,One-Time Fee,CMP979,34,0.45
SELL30171,Mobile Web,Electronics,Enterprise,East,15,12,1,4.95,Yes,Yes,No,03-02-2025,16-04-2025,Subscription,CMP269,25,0.8
SELL30172,Mobile Web,Fashion,Small Business,North,14,13,1,1.31,No,Yes,No,03-02-2025,18-03-2025,One-Time Fee,CMP562,6,0.93
SELL30173,App,Electronics,Enterprise,East,3,1,1,1.76,No,Yes,No,23-02-2025,12-03-2025,Stored Value,CMP936,18,0.33
SELL30174,Mobile Web,Electronics,Small Business,North,2,1,1,2.65,Yes,No,No,06-04-2025,15-04-2025,One-Time Fee,CMP941,24,0.5
SELL30175,App,Books,Individual,North,6,6,1,4.03,No,No,No,17-02-2025,04-02-2025,Stored Value,CMP412,1,1
SELL30176,App,Toys,Small Business,South,1,0,0,1.96,Yes,Yes,No,03-02-2025,,Subscription,CMP137,27,0
SELL30177,App,Electronics,Individual,East,12,5,0,2.54,No,Yes,No,16-02-2025,,Stored Value,CMP253,6,0.42
SELL30178,Mobile Web,Home,Individual,East,18,7,1,3.76,Yes,No,No,12-02-2025,10-03-2025,Subscription,CMP184,18,0.39
SELL30179,Web,Electronics,Individual,East,1,0,0,4.45,Yes,No,Yes,07-02-2025,,Stored Value,CMP157,3,0
SELL30180,Web,Toys,Small Business,North,17,3,0,1.64,Yes,No,No,14-04-2025,,Subscription,CMP518,30,0.18
SELL30181,Web,Books,Small Business,West,4,0,0,1.96,No,Yes,Yes,13-03-2025,,Subscription,CMP541,24,0
SELL30182,App,Fashion,Small Business,West,15,9,0,4.6,No,No,Yes,22-02-2025,,Stored Value,CMP718,32,0.6
SELL30183,Mobile Web,Fashion,Individual,East,6,6,0,2.37,Yes,No,Yes,15-03-2025,,Subscription,CMP625,6,1
SELL30184,Mobile Web,Home,Enterprise,West,18,13,0,2.18,No,Yes,No,06-04-2025,,One-Time Fee,CMP103,22,0.72
SELL30185,Web,Home,Individual,North,4,4,1,3.53,Yes,No,Yes,20-03-2025,03-02-2025,Stored Value,CMP346,19,1
SELL30186,Mobile Web,Fashion,Small Business,West,12,5,0,3.68,No,No,Yes,29-03-2025,,Stored Value,CMP275,27,0.42
SELL30187,Web,Fashion,Individual,North,7,4,0,1.36,No,No,No,28-04-2025,,One-Time Fee,CMP899,30,0.57
SELL30188,Mobile Web,Fashion,Small Business,North,8,2,1,4.05,Yes,Yes,Yes,14-03-2025,27-02-2025,Subscription,CMP179,29,0.25
SELL30189,Mobile Web,Toys,Small Business,East,12,8,1,4.92,Yes,No,Yes,07-02-2025,03-03-2025,Subscription,CMP217,1,0.67
SELL30190,App,Toys,Enterprise,North,11,8,0,1.07,Yes,Yes,No,01-02-2025,,Stored Value,CMP320,31,0.73
SELL30191,App,Electronics,Individual,West,6,1,1,1.39,No,Yes,Yes,12-03-2025,09-03-2025,Subscription,CMP848,1,0.17
SELL30192,App,Fashion,Small Business,South,13,13,0,3.32,No,Yes,Yes,14-03-2025,,Subscription,CMP585,28,1
SELL30193,App,Books,Enterprise,East,5,1,1,2.82,Yes,Yes,Yes,27-03-2025,07-02-2025,Subscription,CMP900,12,0.2
SELL30194,Web,Home,Individual,North,20,3,1,4.65,Yes,No,No,29-03-2025,16-04-2025,Subscription,CMP656,16,0.15
SELL30195,Mobile Web,Toys,Enterprise,South,1,0,0,4.54,Yes,No,No,21-02-2025,,Stored Value,CMP221,33,0
SELL30196,Mobile Web,Toys,Individual,North,8,7,1,1.95,Yes,No,No,19-03-2025,19-02-2025,Stored Value,CMP131,16,0.88
SELL30197,Web,Electronics,Enterprise,South,12,1,0,1.02,Yes,No,No,31-03-2025,,Subscription,CMP277,15,0.08
SELL30198,Web,Fashion,Individual,South,8,3,0,2.85,Yes,No,No,10-02-2025,,Stored Value,CMP160,10,0.38
SELL30199,Mobile Web,Home,Small Business,North,7,4,1,3.79,No,Yes,Yes,10-03-2025,14-02-2025,One-Time Fee,CMP853,8,0.57
SELL30200,Mobile Web,Toys,Small Business,North,20,2,0,4.91,Yes,Yes,No,01-03-2025,,Stored Value,CMP302,29,0.1
SELL30201,Mobile Web,Home,Enterprise,West,12,4,1,3.26,No,Yes,Yes,08-04-2025,07-02-2025,Stored Value,CMP999,29,0.33
SELL30202,Mobile Web,Electronics,Enterprise,South,17,7,1,3.55,Yes,Yes,Yes,26-04-2025,08-03-2025,Stored Value,CMP546,5,0.41
SELL30203,Web,Books,Enterprise,West,2,2,1,3.99,Yes,Yes,No,11-02-2025,29-03-2025,One-Time Fee,CMP821,22,1
SELL30204,Mobile Web,Books,Enterprise,South,7,4,1,3.46,No,No,Yes,18-03-2025,31-03-2025,Subscription,CMP960,2,0.57
SELL30205,Web,Books,Enterprise,West,3,2,0,3.22,No,Yes,No,05-04-2025,,Subscription,CMP900,25,0.67
SELL30206,Web,Books,Enterprise,South,14,9,0,3.91,No,Yes,Yes,28-03-2025,,Stored Value,CMP621,5,0.64
SELL30207,Web,Toys,Enterprise,North,17,17,1,1.64,No,No,Yes,24-04-2025,09-02-2025,Stored Value,CMP542,1,1
SELL30208,App,Electronics,Small Business,South,20,14,1,3.65,No,No,No,19-04-2025,21-02-2025,Stored Value,CMP568,6,0.7
SELL30209,App,Home,Individual,East,13,6,1,1.88,Yes,Yes,No,21-03-2025,20-02-2025,One-Time Fee,CMP338,22,0.46
SELL30210,Mobile Web,Toys,Enterprise,East,6,5,1,4.3,Yes,Yes,Yes,26-02-2025,14-02-2025,One-Time Fee,CMP628,22,0.83
SELL30211,Mobile Web,Fashion,Enterprise,North,12,4,1,2.57,Yes,Yes,No,02-03-2025,28-03-2025,Stored Value,CMP754,5,0.33
SELL30212,Web,Fashion,Small Business,South,3,1,1,2.13,Yes,No,Yes,07-02-2025,28-03-2025,Stored Value,CMP544,30,0.33
SELL30213,App,Electronics,Enterprise,North,18,5,1,2.08,No,Yes,Yes,07-04-2025,17-04-2025,Stored Value,CMP926,34,0.28
SELL30214,Web,Fashion,Enterprise,South,5,0,0,4.64,No,No,No,29-04-2025,,Stored Value,CMP600,25,0
SELL30215,Web,Toys,Small Business,North,3,0,0,3.32,Yes,No,No,30-03-2025,,Subscription,CMP524,2,0
SELL30216,App,Toys,Small Business,South,12,0,1,2.93,No,Yes,No,18-03-2025,07-02-2025,Subscription,CMP462,17,0
SELL30217,Web,Home,Individual,West,15,8,1,1.06,Yes,No,No,13-04-2025,02-03-2025,Subscription,CMP735,12,0.53
SELL30218,App,Home,Enterprise,West,19,17,1,2.34,No,Yes,Yes,08-03-2025,08-03-2025,Subscription,CMP754,28,0.89
SELL30219,Mobile Web,Toys,Individual,South,9,8,1,2.63,No,Yes,No,12-02-2025,06-03-2025,Stored Value,CMP447,32,0.89
SELL30220,Mobile Web,Electronics,Individual,South,16,8,1,2.15,No,Yes,Yes,08-02-2025,18-02-2025,One-Time Fee,CMP314,7,0.5
SELL30221,Mobile Web,Books,Enterprise,East,17,13,1,2.76,No,Yes,Yes,05-02-2025,16-04-2025,Stored Value,CMP778,36,0.76
SELL30222,App,Toys,Enterprise,North,10,9,1,2.74,No,Yes,No,06-03-2025,06-04-2025,One-Time Fee,CMP122,19,0.9
SELL30223,Web,Fashion,Small Business,North,18,10,0,1.54,Yes,No,Yes,15-04-2025,,Subscription,CMP312,21,0.56
